id,text,BIO_anno,class
4781,一年5次申请民生，全部拒绝,O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4782,基本上以后都不会批准。果断放弃,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
4783,闪付应该不算第三方吧，就是小额双免，1000以下不用输密码的那种，0.38的这个，也不能累积里程了吗？,B-PRODUCT I-PRODUCT O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
4784,钱宝??腾付通??快钱??杉德??这几个刷卡还有积分,O O O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O,2
4785,QB没有分快Q有我在用自备鸡亲测有分,O O O O O O O O O O O O O O O O O O,2
4786,民生付都只有好玩的分。?只靠刷实体,B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
4787,求老铁指点，基金是需要长久持有么,O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O,2
4788,一会我把地址给你，帮我填一下，可以么？拜托了,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4789,正好，厉害了，买基金，一个月就赚回来了,B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O O O O O O,2
4790,你媳妇额度怎么这么高,O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ,2
4791,九万现金分期，楼主你信用卡额度是多少？,O O O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4792,民生现金分期不是最高20吗,B-BANK I-BANK O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
4793,没买过股票基金，就上次狗币屎币屡屡上热搜才去跟风买了700块币，很快涨到1000，现在跌到300，买基金稳赚吗,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4794,牛Bi我想要都没有，你们竟然两个人都有。,B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O,2
4795,今天民生打给我我又没接到,O O B-BANK I-BANK O O O O O O O O,2
4796,全民生活app看一样的,O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
4797,不懂他们打过来是干嘛的，气愤,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
4798,拿提成的，所以这帮人没肯定会给你办的，放心吧,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4799,民生不是要求挺高吗，，，黑户也能过？想送人头。,B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O,0
4800,楼主，怎样激活的？我也出啦额度，但不知道怎样激活刷出来,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
4801,16到18年有41个逾期，现在已经解决了。,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,2
4802,民生要求不是很高吗？、、、黑户也能过？我想送我的头?,B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,0
4803,出账后，全额账单分期本期是不用还的,O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O,2
4804,大神在?????基金需要长久持有么,O O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
4805,看自身，不用你跟别人比额度,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
4806,12行。大概200多W，从未逾期,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
4807,纯信用卡额度吗，不算那些乱七八糟的备用金分期贷款额度哦,O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O,2
4808,直接拿下，就这资质，吓他蹦一下，额度不高才怪,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
4809,这才是卡神啊,O O O O O O,2
4810,12行200多万额度？,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
4811,12行200w属实牛批，是不是浦发的最高啊,O O O O O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4812,平均一张卡17万我嘞个亲娘诶，牛,O O O O B-PRODUCT O O O O O O O O O O B-COMMENTS_ADJ,2
4813,12行，200多万固定额度？不太可能吧？！,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
4814,12行200万，还有什么卡办不下来，霸气不,O O O O O O O O O O O O B-PRODUCT O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4815,农行70,B-BANK I-BANK O O,2
4816,放心上，额度可能还不低,O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4817,招行44万封顶了。,B-BANK I-BANK O O O O O O O,2
4818,一张卡是我8张卡总授信的目标，匿了匿了，吓死我了,O O B-PRODUCT O O O O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
4819,??民生激活除了身份证，还要什么,O O B-BANK I-BANK O O O O O O O O O O O O,2
4820,工行额度挺高额！,B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O,1
4821,卧槽。你优秀。资料哪找的。面签咋办，要是上门不是完犊子,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O,2
4822,天啊?你很优秀?你在哪里找到的信息?面签呢？上门拜访没完成的话,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O,2
4823,他叫我要申请就全套资料填省会的，本地能下卡，去到省会也不给激活（不是前缀，意思是我填本地工作，住址，能下卡也不能激活）,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2
4824,同省可以，我的就是，我市没有去的省会激活的，啥也没说就给办了！,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
4825,我v有一个省会民生卡部的人。,O O O O O O O B-BANK I-BANK O O O O O,2
4826,那不就是给假的资料，万一核查不就完了吗,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,2
4827,哇哦，这个额度可以了,O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
4828,异地前缀激活了，舒服,O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
4829,可以啊，你地址信息是怎么填写的，这么牛气,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4830,你单位和住址都前缀省会了吗？另外你去激活的时候，有要求填写地址吗？难道也是重复前缀地址填写？,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O,2
4831,你就按征信的来，前缀就玩了，激活填一张单子，柜台激活。,O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
4832,一个月左右，时间有点久呀,O O O O O O O O O O B-COMMENTS_ADJ O,0
4833,我的零临时刚到期是不是下个月就可以提固定了？,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O,2
4834,卧槽这谁敢给你保证…脑子有水吧,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
4835,我刚刚来临时了，距离上次提固30+1天，间隔还好吧，我觉得额度够用就行,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
4836,准确吗？应该准确的，不用担心,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4837,我看了论坛记录，是一周到三周之间都可以办理，时间宽裕,O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4838,临额到期后间隔20天才能提固，快得间隔15天也有，,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O,2
4839,临时额度到期后，主动点击提额有可能会提固定，只能说是有可能,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
4840,还是给你提了的哇?只是你不满意,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
4841,我也是，被推翻6个月，暂时不修复。我是开的新开，浦发的,O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O,2
4842,你可以尝试在微信微信官方账号上修复，看能成功不,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4843,加油的时候试试也没关系。是联名卡。没事，不会没用就扣钱，放心吧,O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4844,没有兴趣，我只对各基金感兴趣,O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
4845,好像不是坏钱，安心吧,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4846,满50了最大使用4张，还了3次，用掉了10张还款金券,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
4847,100还款金券刚刚用掉了满50了最大使用4张，还了3次，用掉了10张还款金券;P,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
4848,100张还款凭证刚用完50张，最多4张，但只退了4张,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
4849,商户问题，我也好几个月没收到里程了。上个月换了个小动物可以了。,O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O,2
4850,商家问题，好几个月没收里程了。?上个月我换了一个小的,O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O,2
4851,打电话给客服问怎么回事。效率这么低,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,0
4852,二卡可以薅吗，看到好的福利了,O O O O O O O O O B-COMMENTS_ADJ O O O O,2
4853,你要把民生撸破产吗,O O O B-BANK I-BANK O O O O,0
4854,是这两个吗？微信支付宝可以撸吗？领完销卡没后遗症吧？还有没有名额了,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
4855,是这两个，微信支付宝扫66达标，目前有名额,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O,2
4856,滴滴。我上车了。不知道卡片寄来我还能薅到吗，希望是可以的，薅羊毛很开心的,O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
4857,从批卡到开卡首刷然后第三天显示达标，至少也要四五天，到时有没有就不一定了，不过这个活动时间还很长，还有小半年，就算没有也大概率会补货…心累吧,O O B-PRODUCT O O B-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
4858,"问下你的红箱子收到了吗，我的显示发的邮政，在北京发出6,7天物流没显示更新信息了",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
4859,就是这两个，微信支付宝扫66达标，目前有名额,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O,2
4860,第一批从卡刷到开卡再到第三天才能显示符合标准，很慢的,O O O O B-PRODUCT O O O B-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4861,有这时间多工作一下赚的比这个可多多了,O O O O O O O O O O O O O O O O O O,2
4862,民生异地激活不了,B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O,2
4863,白：中信交通浦发民生兴业平安,O O B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK B-BANK I-BANK,2
4864,百分百查还是套出来再首付吧,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
4865,我这不是首付，2w交给开发商做代收契税，商家是售楼中心,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O,2
4866,20年7月下招商12k,O O O O O O B-BANK I-BANK O O O,2
4867,100%结账，首付。,O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O,2
4868,手机银行支持？,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O,2
4869,前几个月就免费拿了这个,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
4870,类似工行的电子密码器吧,O O B-BANK I-BANK O O O O O O O,2
4871,手机达到到500万，相当高了,O O O O O O O O O O O O B-COMMENTS_ADJ O,2
4872,比工行密码器质量好多了，是不锈钢材质的,O B-BANK I-BANK O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
4873,今天刚买了个u宝,O O O O O O O O,2
4874,不知道现在能不能免费收藏。?????这几天我只是在看贴纸。工行的密码虽然不是不锈钢做的，但是是免费收转的,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O,2
4875,有什么用？办那么多卡，额度都低,O O O O O O O O O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ,2
4876,分期有利于提额，不利于钱包,B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
4877,算了一下这个分期一年2177，刷卡一年差不多3300是这样算的吧,O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
4878,刷卡金额你全额使用，分期本金每个月递减，后面基本没钱用了,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2
4879,说的也对，负债不怎么减的情况下，分期好还是刷好,O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ O O O B-COMMENTS_ADJ,2
4880,刷卡吊打分期,B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT,2
4881,还进去的本金只要信用卡不降额也是可以再次用出来的,O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O O O O O O O O O O O,2
4882,显然，这些都是已经实践过。刷卡费用扣掉积分兑换里程回血的钱，成本极低的，叠加有些银行大气的活动一百多万倒卡可以做到0成本。...,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
4883,圆梦金好像要刷出来的吧。刷大鸡0.6加本来圆梦金费率不便宜啊,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,2
4884,显然这些都是练过的。?刷卡里程扣分,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
4885,这就是功劳卡正确姿势,O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
4886,算算这一期一年2177，刷卡差不多一年330。,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
4887,这是民生,O O B-BANK I-BANK,2
4888,高端大气上档次，年费能赚回来吗……,B-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
4889,这额度这年费，都让人上头,O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O,0
4890,广发水白水黑3P,B-BANK I-BANK O O O O O O,2
4891,卡号和有效期都泄露了，挂失吧，钻卡大佬:lol,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
4892,我感觉这额度给的一点都不多，我甚至还想建议卡中心再给你加倍,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O,2
4893,只要有房就可以了？反正建行就是这样的,O O O O O O O O O O O B-BANK I-BANK O O O O O,2
4894,你来，工行面签非常nice,O O O B-BANK I-BANK O O O O O O O O,2
4895,目标额度30W,O O B-COMMENTS_N I-COMMENTS_N O O O,2
4896,百夫长有没最低标准额度,B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N,2
4897,说是下卡额度10W-30W,O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
4898,这是要被邀请??还是在哪申请，搞不懂,O O O O O O O O O O O O O O O O O O,2
4899,业务员上门来办理的，非常方便,O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
4900,交了钱先用用啊,O O O O O O O,2
4901,百夫长有最低标准名额吗,B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
4902,业务员上门后需要提供什么，方便说下么,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
4903,您好，楼主业务员上门询问准备什么。我好怕,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2
4904,网点房本进件啊,O O O O O O O,2
4905,金额咳咳，额度太低了,B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O,0
4906,精英白20万积分抵扣，如果没有期免就没必要申请了,B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
4907,网申就行，我就是网申审核四天过了,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
4908,额度多少哈？想申请高点的，不是说5W起下么？,B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
4909,写的是6次刷免，浦发卡,O O O O O O O O B-BANK I-BANK B-PRODUCT,2
4910,这个限时开放是什么时候？,O O O O O O O O O O O O,2
4911,有，全套的资料交上去，差不多就下卡了，对了，有公积金么？,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
4912,民生银行还要预约啊,B-BANK I-BANK I-BANK I-BANK O O O O O,2
4913,怎么预约的，是需要下载掌上生活么,O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O,2
4914,还要预约吗，刚才支付宝申请初审直接秒通过了,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O,2
4915,对啊。不预约还申请不了。,O O O O O O O O O O O O,2
4916,我是预约了。预约后速度很快,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
4917,以前销过卡？注销过不行吧,O O O O B-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O O O,2
4918,是打的座机号码联系卡员上门办理吗？,O O O O O O O O O O O O O O O O O,2
4919,对。直接在掌上生活就可以申请到优惠了,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O,2
